irradiance,temperature_panneau,temperature_ambiante,tension_voc,courant_isc,puissance_mpp,tension_mpp,courant_mpp,resistance_serie,resistance_shunt,fill_factor,efficacite,temps_fonctionnement,humidite,vitesse_vent,facteur_idealite,classe
854.1169,59.2942,23.3316,36.7229,8.8707,321.0689,35.1225,9.1414,3.7445,3039.9117,65.0,12.3132,32993.7463,92.9182,8.2355,1.7483,6
715.6258,35.1645,10.094,34.9298,5.1828,136.2515,35.2557,3.8647,0.3663,3433.0463,78.0,10.9487,27337.6322,23.6897,15.9563,1.2377,5
885.0124,48.9228,12.5054,36.4207,8.924,255.9777,32.3919,7.9025,4.7194,3390.1672,65.0,12.7929,10590.7488,42.7226,12.2973,1.5381,6
955.7496,52.1295,8.7474,10.9255,2.4579,19.0615,6.857,2.7799,0.7457,147.2439,50.0,3.7831,14281.3014,78.1589,16.607,1.7876,2
903.3984,55.7487,9.1117,41.6936,9.1058,403.2988,33.3037,12.1097,0.5059,4596.2527,85.0,19.8075,11135.6666,54.7894,0.8834,1.2802,0
859.5615,58.776,30.9633,42.724,9.5279,402.692,36.8638,10.9238,0.7164,2851.1945,85.0,21.6595,5509.237,28.995,8.673,1.1072,0
650.2657,51.3726,4.8059,41.8485,7.4941,184.5966,32.6534,5.6532,1.1824,2887.7674,58.9792,13.3557,43077.7178,32.1344,3.3497,1.5005,7
480.9711,30.4562,26.9113,34.0865,8.8838,256.6632,32.4819,7.9017,2.3782,1175.6471,68.0,11.4584,40741.9066,55.7613,14.0998,1.3916,7
623.5375,59.1019,8.1859,11.9297,0.5833,19.9604,10.6746,1.8699,0.4804,100.0,50.0,4.631,2956.5526,53.9759,7.0496,1.9712,2
933.5201,59.3973,12.2011,44.0674,11.4046,376.5702,31.9116,11.8004,0.1503,7571.5768,74.9284,19.1097,4246.5037,34.1593,10.3002,1.383,0
287.4301,39.696,31.5377,29.7797,0.0,0.6693,0.3507,0.0661,4.7854,8819.5459,42.1105,0.0986,23205.2344,43.1175,0.0677,1.1028,3
1101.6782,35.9115,36.4928,30.6862,5.6358,292.175,27.5096,10.6208,0.9109,2691.6286,68.0,11.2955,41578.1008,21.9117,0.0,1.6703,7
1044.4662,59.743,24.557,34.1911,5.5016,162.045,30.7767,5.2652,4.5104,1173.37,65.0,12.9425,35185.9441,75.4769,13.3135,1.5606,6
673.0224,37.5919,31.8565,7.8902,0.1352,33.3943,5.5478,6.0194,0.783,100.0,50.0,2.2007,16657.4663,40.9379,10.1811,1.9879,2
873.4901,34.4749,11.6286,43.1587,6.5042,165.2232,33.4052,4.946,0.4356,3381.3376,58.42,15.3394,18794.5156,19.7045,5.4494,1.1365,5
1079.4003,45.4891,23.4988,32.2015,7.2811,155.8447,29.3552,5.3089,2.0093,174.7069,62.0,8.984,8854.4251,59.6845,9.6566,1.7745,4
501.1465,25.3993,38.7699,14.3607,2.5075,33.8526,9.9178,3.4133,0.7346,100.0,50.0,0.6636,11851.265,63.3907,5.8766,1.8904,2
852.9079,35.8331,19.0465,38.0996,5.3882,146.1551,30.4176,4.805,0.4522,936.4329,54.0,14.2007,22698.9829,58.4807,2.1796,1.5308,1
270.2569,60.6049,34.6125,15.4717,1.3554,8.1714,13.7041,0.5963,0.9173,100.0,40.2159,5.7141,7021.6344,42.3656,12.1647,1.6622,2
925.291,57.2757,27.1155,25.3292,6.9509,153.3915,23.8027,6.4443,0.4075,181.4117,62.0,6.0702,25805.8434,49.717,3.6842,1.5807,4
741.1076,40.766,13.1996,40.0741,8.1455,199.5009,31.4246,6.3486,1.8896,2053.7494,62.7132,9.8688,32158.5834,73.6977,12.5906,1.7332,7
611.6267,32.7574,21.377,40.6902,4.7017,112.9874,30.0048,3.7656,0.7436,6339.8806,58.0,12.3903,13474.5741,87.9349,1.0474,1.5187,5
542.036,73.7748,28.9948,38.5028,7.9073,264.412,28.7609,9.1935,0.9284,1649.2581,68.0,13.5178,46158.5609,60.0986,0.1529,1.3726,7
301.2151,48.8532,25.1173,8.2677,0.1011,23.1791,3.5383,6.5508,0.5163,100.0,50.0,2.646,29720.0775,93.9557,14.7493,1.9866,2
499.6736,46.087,44.7289,43.2341,7.7189,193.3594,34.5847,5.5909,4.4877,2447.1738,63.0208,9.4736,44466.5047,22.9161,2.7829,1.5799,6
909.6023,74.483,17.8968,12.4877,1.2448,35.5557,13.0013,2.7348,0.3492,100.0,50.0,2.7696,21654.8156,93.8237,15.7343,1.5988,2
657.8452,60.768,34.534,31.7134,7.0676,202.5493,28.2372,7.1731,1.2994,1766.58,68.0,12.6885,41872.454,27.77,13.6778,1.5071,7
979.2495,54.5872,28.0754,42.8565,9.2998,351.1127,34.0916,10.2991,3.7121,4116.1992,65.0,15.6827,11239.5173,76.2562,9.5746,1.5736,6
855.0059,31.5492,16.9747,42.7462,9.8812,285.0872,38.555,7.3943,0.1724,5816.4154,67.4949,19.8281,13383.3633,57.1866,13.6904,1.3401,0
912.7938,47.8479,29.4766,15.0315,0.1413,21.4609,8.7712,2.4468,0.4727,100.0,50.0,0.754,7008.3196,34.1813,17.0028,1.7843,2
290.7243,18.6324,9.5785,43.1988,0.1075,0.0,0.0,0.0,4.8958,7266.089,46.399,0.0363,14134.9495,78.893,13.655,1.1801,3
260.9995,74.2595,5.3797,12.5355,0.3269,21.7661,8.3025,2.6216,0.3327,100.0,50.0,4.1239,19658.4854,70.8105,12.3771,1.6843,2
689.4367,59.899,32.0222,37.9178,10.9933,286.9725,30.1588,9.5154,0.3446,4895.6742,68.8446,20.4084,5765.3071,18.6452,4.3804,1.3812,0
584.493,31.0811,3.864,43.2821,0.0,0.2783,0.314,0.019,4.4135,7825.0496,44.9901,0.476,35934.6435,53.2504,16.0845,1.1037,3
642.4544,25.1961,19.0312,41.4316,7.673,155.1177,37.5952,4.126,3.476,2235.4797,43.6805,15.5989,33812.7097,81.4188,0.2374,1.3764,6
761.3905,45.3712,22.0977,39.5806,8.5953,432.4742,36.809,11.7492,0.367,7753.2943,85.0,18.9165,16203.9524,36.5471,2.2704,1.0917,0
737.4092,57.0788,26.7795,34.8603,5.6385,296.0023,27.507,10.761,3.9967,4558.393,65.0,13.8091,30155.3425,54.4759,10.3392,1.8365,6
888.6894,31.5131,30.5595,39.2701,9.1573,422.3211,36.1116,11.6949,0.265,5366.5122,85.0,19.4317,16942.4652,23.7899,7.4802,1.2834,0
536.3111,41.724,12.3289,35.1274,4.5882,111.7831,34.9383,3.1994,0.7683,5045.8925,69.2762,10.7287,32321.8514,63.7122,2.8798,1.4292,5
774.9089,47.1775,4.5201,42.5321,9.3801,156.7187,31.5468,4.9678,3.7235,4350.4713,45.9446,11.8089,5601.0348,75.373,5.1202,1.787,6
715.7309,51.9084,31.5018,40.5315,10.8103,412.4517,34.9184,11.8119,0.6886,8014.8222,85.0,18.405,17884.0039,34.2476,10.733,1.3286,0
365.2507,71.4879,32.8782,17.5912,1.8891,3.4726,4.4382,0.7824,0.661,100.0,40.0,2.1319,12360.4075,34.3463,19.6089,1.5779,2
641.0048,68.8882,7.1471,41.9026,7.1551,316.0641,27.642,11.4342,1.2255,1330.9421,68.0,14.0752,41972.2467,66.9945,16.0594,1.5515,7
470.8936,55.0098,14.1302,38.0932,9.0646,269.5234,26.9219,10.0113,1.5161,1902.192,68.0,12.1503,46795.8224,60.4505,5.1115,1.9007,7
253.525,38.7538,33.3061,38.9523,0.0,0.0,0.0,0.0191,4.1533,5037.9244,45.5542,0.0,29388.8535,25.7223,16.6655,1.2079,3
730.8454,31.9327,25.5155,33.6242,6.0714,255.3255,31.5835,8.0841,1.7657,2225.9199,68.0,12.2283,34047.038,62.1995,15.9143,1.7039,7
422.1948,69.4487,26.3864,16.3212,2.0654,1.1603,9.8881,0.1173,0.7669,126.9664,40.0,2.8282,20826.8562,53.8697,0.0,1.5702,2
806.68,26.9019,38.3665,39.7329,0.0209,0.0,0.2167,0.0,4.2568,2005.4309,42.8779,0.8642,31783.5004,51.3874,1.8023,1.2692,3
462.1695,66.4109,38.7428,27.492,6.3716,162.0487,20.2041,8.0206,1.5788,207.7835,62.0,6.2114,31835.2399,55.946,6.8013,1.6333,4
245.6392,34.3104,10.4295,15.8287,0.4755,35.2827,3.7181,9.4895,0.8661,100.0,50.0,1.8896,22417.1433,65.1084,16.5326,1.7429,2
555.95,54.5893,19.9726,37.3289,5.2848,210.4384,26.2088,8.0293,1.2279,775.3144,54.0,11.2148,10950.7747,63.3076,7.5209,1.822,1
418.1898,25.1506,12.0611,30.049,6.0821,176.2657,34.3918,5.1252,1.6029,523.9548,54.0,12.1682,16055.4847,59.2805,2.519,1.6159,1
640.6059,66.0132,7.6852,4.9529,1.0582,31.4913,10.482,3.0043,0.6361,100.0,50.0,4.0819,24726.1522,44.866,2.8813,1.5832,2
1022.9919,80.2938,42.2767,24.6993,7.5221,100.3375,27.6436,3.6297,1.2883,587.5877,53.5925,6.8535,5753.499,90.428,12.9438,1.7792,4
254.442,52.6137,36.8235,27.0388,0.0,0.0,0.3135,0.0576,4.6821,5933.3862,45.3102,0.0,43796.7854,49.0292,18.3232,1.2453,3
425.3912,30.9576,31.7577,38.6011,6.2581,280.0393,32.8963,8.5128,1.3387,1941.3094,68.0,11.8074,35988.6098,68.6482,7.6841,1.4784,7
1079.9196,77.3062,45.0,27.8328,8.1956,166.3421,19.053,8.7305,0.5855,368.489,62.0,6.6794,33553.0501,86.1757,12.3543,1.5992,4
634.2969,57.3841,26.5594,41.9707,11.0448,400.1586,30.8983,12.9508,0.2576,7732.0252,85.0,17.2009,14821.7148,68.4316,4.085,1.2178,0
578.646,29.1382,39.2056,28.968,0.0,0.0,0.3267,0.059,4.455,5232.8972,41.5952,0.3482,7156.6256,81.7373,16.397,1.1032,3
233.2415,55.2209,-0.3744,37.4226,0.0,0.0,0.3267,0.0,4.4804,2722.6496,44.1712,0.1155,10269.7437,31.369,11.2239,1.0,3
812.9136,45.8141,37.7327,29.7188,6.8079,94.8715,20.274,4.6795,0.8583,379.4327,45.1199,9.1389,6229.9068,88.3675,3.3913,1.8674,4
283.2823,37.6973,15.1754,34.8631,8.4845,197.9395,34.5814,5.7239,4.8765,3416.6544,65.0,13.9116,6935.5158,35.7455,5.2087,1.3781,6
789.7091,23.3827,29.8515,37.8849,5.2033,219.8,33.1907,6.6223,0.7412,1063.5039,54.0,9.8162,38562.8608,36.4459,2.7409,1.679,1
674.914,37.7767,23.5908,38.4431,10.2291,311.1985,34.2618,9.083,0.2468,5399.7708,79.1377,20.099,19467.4111,39.8566,11.6956,1.1052,0
1059.4861,41.9889,17.4317,29.1726,8.7647,203.2491,26.8781,7.5619,1.731,731.7281,68.0,11.732,47259.439,82.3753,16.6995,1.5189,7
378.8581,47.6932,31.9747,21.1145,8.7076,119.6721,28.1767,4.2472,0.848,130.4088,62.0,9.3812,17995.0835,84.4865,13.5457,1.5618,4
669.2818,49.37,35.4965,43.6777,6.394,165.8122,31.0009,5.3486,0.9401,2750.8154,60.9784,12.9317,30295.9704,38.3206,16.9753,1.324,5
545.943,53.3415,33.628,38.665,8.2511,178.7502,33.1847,5.3865,2.1199,2134.9651,57.569,14.0771,34537.1552,30.1029,14.2712,1.6866,7
1039.4715,57.6347,23.1752,9.5432,1.8468,33.8917,4.6325,7.3161,0.1369,100.0,50.0,4.9938,15320.6847,77.497,6.1605,1.9663,2
487.6383,75.7295,42.3684,23.202,7.699,138.7922,30.6696,4.5254,1.8288,533.5367,62.0,5.1062,24461.5904,47.4369,11.3228,1.92,4
965.7018,27.9972,21.1625,37.1109,7.5909,358.6996,30.9602,11.5858,3.8892,2876.8398,65.0,14.6948,7704.8739,65.6738,4.4175,1.4185,6
472.6718,46.0448,26.2622,13.5385,0.8033,24.89,5.7621,4.3196,0.455,100.0,50.0,2.0915,19017.2258,41.6671,12.9789,1.9002,2
206.0732,45.1451,13.8597,45.2545,0.0,0.4778,0.8595,0.0,4.717,6825.4638,45.3232,0.2559,13476.5696,86.4299,19.2566,1.4063,3
647.8975,31.8784,13.244,41.2186,5.5986,155.8342,33.2907,4.681,0.2442,3298.7675,67.3189,13.8463,22992.6913,70.5836,17.629,1.2037,5
979.7264,67.0231,20.7275,15.9177,0.5561,11.5297,14.2483,0.8092,0.6854,110.725,50.0,4.1778,18987.5776,44.7746,6.9659,1.8294,2
567.5856,53.7826,34.6578,40.0371,6.0013,231.7652,29.3288,7.9023,1.2352,919.9385,54.0,8.577,26405.7449,37.0959,4.4302,1.6487,1
610.9275,60.5201,35.7417,40.4977,9.7759,308.2393,30.315,10.1679,1.7839,844.8336,68.0,13.2875,31880.8313,77.0771,0.7025,1.3613,7
468.6414,41.1644,26.5165,25.8923,5.3856,99.3954,19.0379,5.2209,1.3257,424.9387,62.0,9.5857,9505.2787,89.8541,1.9979,1.6632,4
861.8455,32.3824,24.3493,18.8613,1.5582,40.7429,4.8409,8.4164,0.4937,115.2726,50.0,1.8125,17590.8196,95.0,18.5017,1.5619,2
873.9579,63.0398,26.7254,25.9346,7.6019,140.088,19.7029,7.11,1.6041,467.1546,62.0,11.175,20211.1951,66.4099,6.3423,1.7236,4
592.9491,67.7033,18.3952,38.8479,9.0636,161.7558,28.181,5.7399,1.4664,1124.6833,45.0,11.3371,36108.4075,57.2338,6.5136,1.5179,7
548.493,47.4437,29.5768,39.5514,10.2896,402.1695,39.3766,10.2134,0.792,3637.6297,85.0,16.9546,4321.3509,48.061,7.9175,1.3801,0
805.1047,52.5489,26.6863,38.1447,10.242,311.0706,40.4914,7.6824,0.396,4622.0444,79.6235,16.4595,4935.0879,60.5406,6.6979,1.3239,0
647.7636,64.598,30.6086,31.0487,8.0501,300.2811,33.1387,9.0613,1.8214,821.6337,68.0,12.8242,38365.961,33.5571,8.8823,1.3208,7
522.0462,43.6047,36.7551,25.052,7.267,188.1257,20.8451,9.0249,0.704,116.334,62.0,8.5042,39231.9733,78.6928,4.6025,2.0,4
752.3294,61.2639,24.2077,28.6697,8.1161,195.2351,30.2981,6.4438,1.7147,421.078,62.0,6.0404,22908.0081,45.7676,11.6902,1.698,4
685.899,32.6707,26.2322,38.4376,6.2948,201.8089,36.0383,5.5998,1.3894,443.6933,54.0,10.2673,29715.3897,71.3636,16.0288,1.6988,1
729.3846,59.2791,16.555,40.713,7.158,109.1991,26.2763,4.1558,1.2482,1341.0731,40.0,13.2322,28410.2047,57.8704,2.5249,1.7496,1
761.3079,31.6516,28.9864,36.9063,4.8998,197.9852,33.6119,5.8903,0.1152,817.3355,54.0,12.9691,27168.1404,72.7558,14.6938,1.7853,1
207.0383,42.8851,10.8732,12.2817,2.6972,20.5991,2.3307,8.8382,0.8184,100.0,50.0,2.5183,13282.6568,33.5941,9.725,1.5193,2
666.4309,31.9622,42.0421,40.5635,7.9632,345.2598,30.3618,11.3715,4.4477,2003.8645,65.0,9.8998,17722.0511,62.1902,3.345,1.3317,6
295.5096,29.852,21.5474,17.185,2.2572,16.2384,6.0453,2.6861,0.769,101.4812,41.3161,2.853,5465.6532,91.8899,13.4655,1.8918,2
1057.6237,36.9366,18.383,14.0363,1.5146,11.7946,14.9924,0.7867,0.8295,136.8875,50.0,0.9698,23249.5782,42.2627,19.9931,1.5014,2
736.6189,48.3809,6.283,5.4354,2.1934,17.0376,13.0582,1.3047,0.1827,100.0,50.0,2.9006,3062.2472,56.7055,9.3465,1.4205,2
801.2606,53.4752,36.9678,26.65,8.6085,146.7315,26.8721,5.4604,0.3967,520.1896,62.0,6.5934,32524.8186,62.4777,17.689,1.834,4
1094.0836,71.4233,15.2436,34.6193,9.6256,252.9545,34.8521,7.2579,2.3709,1174.3415,68.0,10.1222,45947.7586,74.2451,9.4214,1.8938,7
576.4348,22.0829,22.2467,40.2021,9.5851,272.4284,36.2052,7.5246,1.3812,1832.1203,68.0,11.6195,48144.1927,75.3616,15.9412,1.2561,7
791.4982,58.0603,35.3766,42.7557,11.1079,412.6663,36.3559,11.3507,0.2971,4781.1935,85.0,15.7195,9230.3643,26.2668,6.0674,1.2341,0
497.2081,41.3437,42.4204,26.99,5.8828,123.9008,27.3565,4.5291,1.0786,460.6316,62.0,5.9174,26871.1887,70.6946,7.0078,1.5496,4
208.5248,36.9854,38.5006,44.7088,0.0277,0.0,0.5162,0.0445,4.7047,1054.1849,47.411,0.0,13551.3446,88.8328,6.7036,1.3522,3
503.88,37.8858,30.7695,35.9107,7.597,209.9839,31.6287,6.639,0.2039,308.0795,54.0,7.7741,4594.6532,76.4033,8.6137,1.2831,1
756.6963,42.0372,17.1558,24.4257,7.9928,185.1303,22.5407,8.2131,1.387,100.0,62.0,8.9763,35599.1639,56.2156,13.6706,1.4953,4
846.5862,61.9259,44.3891,36.8526,6.3631,216.5138,28.0839,7.7095,1.6498,712.0676,68.0,11.1233,33796.9512,28.1774,12.2241,1.5529,7
819.9418,39.3366,30.3327,36.906,5.4638,166.5656,34.5543,4.8204,1.1588,1373.7409,54.0,10.7214,16053.809,70.7073,1.9051,1.602,1
719.196,35.2692,10.3682,44.1566,4.503,270.5988,31.5361,8.5806,1.1777,1129.2743,54.0,9.3226,30656.5308,53.0569,15.0051,1.5472,1
392.4002,34.3488,19.0794,36.8753,3.4174,75.7136,34.7461,2.1791,0.3489,2938.5081,59.601,11.4595,24766.7999,75.4558,9.5705,1.44,5
819.5472,59.2284,22.778,31.8803,5.9705,283.9991,37.1255,7.6497,2.0768,2821.5723,68.0,11.1799,44368.1281,45.59,5.3614,1.373,7
578.2444,56.6144,34.4741,17.7529,2.5572,15.1874,13.5399,1.1217,0.8777,100.0,40.0,3.2411,10947.4259,60.926,6.6844,1.9657,2
765.262,32.0848,9.3991,40.8398,7.5349,201.1659,33.3359,6.0345,0.7486,1129.2159,54.0,13.5905,34546.3219,42.3077,4.3224,1.624,1
1067.1544,53.3921,30.4912,45.2031,8.3619,374.7584,38.6307,9.7011,0.7444,8092.0488,85.0,20.2143,14408.0918,35.3134,9.3146,1.3279,0
848.0059,25.9328,13.137,31.1178,5.6993,226.9112,36.353,6.2419,0.8873,874.1163,54.0,15.6237,36749.4861,53.4794,3.0334,1.4052,1
938.6966,36.3098,22.6296,38.1659,4.3704,182.956,25.8109,7.0883,1.034,838.9027,54.0,13.38,38468.4572,66.5095,9.2191,1.5754,1
1030.3121,46.941,12.5583,8.994,0.8917,16.5599,12.5955,1.3147,0.2202,143.9524,50.0,2.1768,20565.6468,37.6241,3.4765,1.8273,2
339.2107,61.7761,8.8755,36.8095,7.3302,274.6561,27.7481,9.8982,4.7309,4001.0497,65.0,15.6719,14658.4744,36.926,1.0355,1.304,6
885.8243,53.1341,32.9622,41.4396,8.6245,413.6984,32.0221,12.9191,0.6785,6836.8503,85.0,20.0885,18307.6243,60.5052,7.2936,1.4106,0
825.5504,15.9945,35.0295,35.618,0.0793,0.0,0.0,0.027,4.8309,8900.8181,43.643,0.0964,28482.4265,73.0144,11.1698,1.1171,3
1027.9251,29.229,26.6884,41.9216,9.7393,300.7211,35.5228,8.4656,0.1,4727.3346,73.6544,19.1616,6379.1499,60.2434,5.7942,1.2281,0
483.5798,45.1483,40.335,32.2052,0.0,0.2367,0.0,0.0,4.808,5610.2465,40.5241,0.0,42831.3649,48.0787,15.0165,1.2561,3
924.832,65.9318,21.1061,43.3735,0.0,1.0391,0.3761,0.0,4.5298,5533.8037,45.7746,0.0302,25745.2481,34.9968,0.0,1.0822,3
409.7667,38.8141,27.7989,8.7019,0.5156,29.5046,14.6247,2.0174,0.9857,100.0,50.0,0.5292,6301.3304,41.7994,7.5339,1.9514,2
864.1639,32.7516,16.6726,23.7758,8.1025,135.4679,18.1578,7.4606,1.4812,254.5489,62.0,5.5826,23520.0554,93.8135,11.1157,1.6684,4
526.8564,31.4383,17.5545,40.7281,3.8911,103.2895,32.3054,3.1973,0.6651,6646.8933,62.4503,13.1239,33643.3767,54.5543,7.902,1.411,5
1099.3109,71.035,15.2113,34.8007,8.4055,183.9365,24.3953,7.5398,1.6504,220.803,60.2012,7.4833,30891.2336,95.0,3.6023,1.9154,4
365.7518,51.0502,23.8442,40.7884,2.4946,52.5203,31.7601,1.6537,0.8256,4211.5198,58.0,12.7901,25883.0679,67.9633,17.8911,1.2227,5
877.2483,64.0358,16.5698,41.7011,6.2151,216.9783,26.8888,8.0695,4.1011,3006.5247,65.0,18.0043,10049.9588,27.4804,15.4786,1.4309,6
763.7652,45.2692,25.3729,41.0337,0.084,0.0202,0.0,0.0,4.5206,4040.9169,43.5511,0.0,19010.6381,66.3286,0.5842,1.3931,3
996.6415,55.5268,27.4186,38.8567,8.0429,174.4257,26.1808,6.6624,0.5986,531.6795,54.0,13.7437,21939.6895,15.2458,6.7086,1.4633,1
431.786,42.1712,25.0874,36.5732,2.7504,52.0773,31.3097,1.6633,0.5749,7058.7812,58.0,12.4343,27503.5556,32.1941,20.0,1.3,5
722.662,60.9637,18.1732,31.7951,8.1926,271.5767,28.6162,9.4903,1.3622,1135.5179,68.0,11.53,33442.5333,23.4151,4.5606,1.5376,7
509.7573,36.723,9.0249,42.4507,5.1629,118.6119,38.0106,3.1205,0.3764,3363.9785,58.0,12.0904,4211.7109,66.2959,9.3025,1.3976,5
275.5434,49.4397,18.6168,8.8955,0.6083,12.0395,9.7402,1.2361,0.7969,100.0,50.0,3.5381,8939.3401,68.2211,11.0177,1.5744,2
667.9613,44.5609,23.2334,42.0806,6.8692,281.0488,28.5765,9.835,3.7442,2538.2042,65.0,9.7524,6840.972,37.0315,11.1808,1.591,6
1050.4734,29.274,31.3312,37.8953,10.7249,353.4197,35.5961,9.9286,0.7866,7070.3203,85.0,16.3034,57.1804,35.7416,3.994,1.1635,0
474.2285,41.2811,13.856,35.5408,0.0,0.0,0.0,0.0,4.0028,7589.3343,45.1514,0.5392,30510.0558,72.8063,5.3932,1.32,3
1021.1598,67.2285,24.7965,12.3955,1.5222,20.8763,7.1052,2.9382,0.1504,100.0,50.0,3.6169,26739.6498,54.3548,18.2562,1.9317,2
1060.1357,68.404,44.4857,31.4062,8.5199,151.704,29.7315,5.1025,0.7499,563.0752,59.6131,5.919,33766.2061,48.7753,13.3739,2.0,4
559.1606,66.5634,31.6729,39.6637,6.6837,142.5818,35.1196,4.0599,0.9733,2425.8058,55.7307,11.9126,46167.5756,38.5306,11.168,1.5258,7
779.594,74.7487,33.9394,28.1724,6.9766,149.2145,16.2504,9.1822,1.8472,225.5993,62.0,6.9423,20587.4892,73.7194,10.5019,1.7862,4
814.4816,20.8094,26.4356,40.1294,5.9391,232.4947,34.5011,6.7388,0.692,1325.9597,54.0,8.8557,9313.7668,49.0142,6.1391,1.4459,1
1043.4082,39.8622,31.1603,45.1805,8.2656,327.8837,35.2601,9.299,0.7584,6930.4442,85.0,20.0398,17187.7055,30.352,0.0858,1.4145,0
741.4768,38.6924,43.9693,33.765,7.8668,99.7054,24.8413,4.0137,0.4406,280.1511,40.0,8.5288,15779.1079,88.6582,13.0381,1.959,4
930.8234,28.8222,15.403,42.1098,8.0322,354.5791,39.6829,8.9353,0.4709,2849.2324,85.0,18.4956,15017.274,59.9272,3.7656,1.3184,0
811.1828,30.0582,34.8862,29.124,7.1626,105.2816,22.7483,4.6281,1.1485,407.7473,51.1422,6.543,36065.1228,86.3043,3.1834,1.9082,4
996.8895,47.4942,40.0853,40.2897,7.7015,284.8723,31.0875,9.1636,1.8004,565.9116,68.0,10.3399,42462.8472,34.4739,17.8082,1.4297,7
393.7873,37.4339,32.1495,33.3276,2.9309,55.8583,28.4083,1.9663,0.7557,5569.6472,60.4213,12.2498,34575.0527,54.1411,17.9887,1.203,5
487.6151,49.869,31.3632,19.0976,1.4239,35.925,5.9093,6.0794,0.365,100.0,50.0,0.8734,29617.632,39.4218,1.6112,1.7422,2
501.2913,55.8982,42.6626,28.9315,8.2182,194.1287,17.4754,11.1087,1.8042,112.2897,62.0,11.3962,36500.2779,50.5267,2.8287,1.9055,4
458.3099,33.6001,30.2072,34.7897,4.1908,103.76,29.0762,3.5685,0.5735,2683.8031,70.1764,15.3603,23695.6759,63.0016,17.6299,1.2943,5
491.2499,50.9606,15.7328,33.7061,7.9909,115.5639,17.8018,6.4917,1.6712,107.6766,42.537,6.9885,11095.6139,71.9068,10.8259,1.834,4
976.4305,70.5859,35.8645,42.0764,8.1517,124.479,37.2168,3.3447,4.5114,4726.4949,42.0,11.4689,39240.6927,41.9577,9.9755,1.5046,6
418.3534,29.0143,27.7092,36.8766,3.0674,69.3527,34.663,2.0008,0.4231,5989.0187,65.0996,14.216,27268.2927,75.8276,2.5235,1.3925,5
695.8635,47.652,16.2702,43.4469,6.1026,335.613,32.7594,10.2448,3.7095,1574.762,65.0,13.925,32443.2238,62.331,4.5118,1.2531,6
416.2063,36.0176,-2.8288,40.5367,0.0397,0.0,0.0,0.0256,4.5555,5508.1244,47.5913,0.0,28194.2741,21.9513,4.1612,1.2816,3
623.7845,79.1992,44.8605,23.7485,5.7567,107.2083,25.858,4.146,1.674,190.2012,62.0,10.7005,39336.5564,63.4649,3.0833,1.9955,4
125.876,20.1404,34.996,41.9022,0.0,0.0209,0.0,0.0182,5.0,7568.639,42.9566,0.0,6906.2545,52.349,3.3324,1.559,3
508.1489,20.1105,29.2781,37.9067,5.3556,122.3411,29.5293,4.143,0.5644,5331.0312,58.0,12.3804,21358.0514,43.2761,0.0,1.357,5
604.8622,27.0661,26.3859,20.1673,1.5594,7.133,10.3487,0.6893,0.8495,100.0,40.0,1.0932,29552.2654,52.8727,17.0814,2.0,2
782.2002,27.5701,16.6625,29.5825,6.5193,144.1091,32.1392,4.4839,1.1561,837.4607,54.0,10.2503,24802.3057,44.2395,1.7967,1.4014,1
781.5318,29.3597,26.2358,39.5424,0.0263,0.0,0.5862,0.0,4.576,8281.6432,44.7395,0.0134,44295.967,51.2587,16.7708,1.1427,3
1012.8439,45.2296,6.0027,8.8293,0.0071,26.0321,6.5924,3.9488,0.8252,100.0,50.0,0.797,17833.7209,29.1698,4.9551,2.0,2
1091.9071,69.131,13.2087,41.798,0.0,0.0001,0.3285,0.0087,4.3678,5414.8371,42.0381,0.0768,4928.2221,71.1236,17.3339,1.2171,3
642.5047,29.2318,14.9897,38.3521,4.9818,138.6975,35.2163,3.9384,0.2589,4516.0411,71.5839,10.974,11888.3158,20.4206,6.7894,1.4873,5
570.4664,54.821,20.9849,38.3533,7.8049,355.8417,28.4106,12.525,3.7146,2750.5838,65.0,10.509,37028.849,44.6587,2.5831,1.096,6
594.0734,39.3497,7.5372,35.3144,5.0982,106.3046,34.3758,3.0924,0.8939,6476.9006,58.0,13.914,5161.5561,76.5178,12.5152,1.5193,5
1059.6693,45.3484,13.5507,42.4749,8.5215,375.2675,30.2986,12.3856,0.3504,3978.3481,85.0,17.2745,16580.3824,64.0341,4.1068,1.1892,0
436.4857,55.0337,19.4029,42.3158,4.0149,93.3791,30.5346,3.0581,0.9197,7593.1813,58.0,14.1202,7037.4042,19.2217,12.1725,1.3992,5
612.0667,37.891,26.2491,31.0375,6.929,201.8561,38.3935,5.2576,4.2704,4154.7605,65.0,17.1878,33580.7859,66.6422,12.4352,1.3548,6
524.5,49.2437,25.614,35.4168,7.4533,140.2783,35.7768,3.9209,0.3577,546.5273,54.0,14.3102,13726.3107,50.247,13.8089,1.3313,1
326.5068,23.8958,30.937,29.4908,0.0,0.0,0.0,0.0107,4.2321,5086.8471,44.0408,0.0,25489.7166,50.4032,17.0505,1.2598,3
539.7188,59.973,5.553,8.1197,0.0119,14.6314,7.7182,1.8957,0.7831,100.0,50.0,2.4944,19681.311,94.066,2.8168,1.7681,2
272.4463,18.7398,25.241,36.8341,7.8935,212.8895,33.1388,6.4242,3.9076,2631.5404,65.0,16.3631,31601.202,65.7451,10.2995,1.2617,6
